variant,batch_index,source_index,objective,parameter_group,pair,cosine,left_norm,right_norm,left_targets,right_targets,left_loss,right_loss
full_control,1,2,localization,deep_backbone,medium-large,0.13465648889541626,16.71906852722168,114.14556884765625,56,11,13.261765956878662,44.78904342651367
full_control,1,2,localization,neck,small-medium,-0.060493867844343185,22.71099090576172,15.230053901672363,46,56,24.06693410873413,13.261765956878662
full_control,1,2,localization,neck,small-large,0.006202572491019964,22.71099090576172,70.42113494873047,46,11,24.06693410873413,44.78904342651367
full_control,1,2,localization,neck,medium-large,-0.045493483543395996,15.230053901672363,70.42113494873047,56,11,13.261765956878662,44.78904342651367
full_control,1,2,total,shared_features,small-medium,0.8662269711494446,79.12268829345703,23.68584632873535,46,56,24.06693410873413,13.261765956878662
full_control,1,2,total,shared_features,small-large,0.9417673349380493,79.12268829345703,313.9017333984375,46,11,24.06693410873413,44.78904342651367
full_control,1,2,total,shared_features,medium-large,0.8671773672103882,23.68584632873535,313.9017333984375,56,11,13.261765956878662,44.78904342651367
full_control,1,2,total,shared_predictors,small-medium,0.7721621990203857,32.59067916870117,8.60713005065918,46,56,24.06693410873413,13.261765956878662
full_control,1,2,total,shared_predictors,small-large,0.9316994547843933,32.59067916870117,132.4046173095703,46,11,24.06693410873413,44.78904342651367
full_control,1,2,total,shared_predictors,medium-large,0.9026616811752319,8.60713005065918,132.4046173095703,56,11,13.261765956878662,44.78904342651367
full_control,1,2,total,deep_backbone,small-medium,0.28620049357414246,114.7081298828125,46.056461334228516,46,56,24.06693410873413,13.261765956878662
full_control,1,2,total,deep_backbone,small-large,0.6447670459747314,114.7081298828125,450.0592956542969,46,11,24.06693410873413,44.78904342651367
full_control,1,2,total,deep_backbone,medium-large,0.6143966317176819,46.056461334228516,450.0592956542969,56,11,13.261765956878662,44.78904342651367
full_control,1,2,total,neck,small-medium,0.4287869334220886,109.7771987915039,38.51022720336914,46,56,24.06693410873413,13.261765956878662
full_control,1,2,total,neck,small-large,0.7842242121696472,109.7771987915039,413.13153076171875,46,11,24.06693410873413,44.78904342651367
full_control,1,2,total,neck,medium-large,0.35470324754714966,38.51022720336914,413.13153076171875,56,11,13.261765956878662,44.78904342651367
full_control,2,3,localization,shared_features,small-medium,-0.032523978501558304,7.558756351470947,5.934083461761475,133,52,19.990928649902344,14.08411955833435
full_control,2,3,localization,shared_features,small-large,0.06742265075445175,7.558756351470947,46.64381790161133,133,1,19.990928649902344,459.0829887390137
full_control,2,3,localization,shared_features,medium-large,-0.11592258512973785,5.934083461761475,46.64381790161133,52,1,14.08411955833435,459.0829887390137
full_control,2,3,localization,shared_predictors,small-medium,0.21221549808979034,4.250168323516846,3.2590487003326416,133,52,19.990928649902344,14.08411955833435
full_control,2,3,localization,shared_predictors,small-large,0.2525962293148041,4.250168323516846,41.74636459350586,133,1,19.990928649902344,459.0829887390137
full_control,2,3,localization,shared_predictors,medium-large,0.04824065417051315,3.2590487003326416,41.74636459350586,52,1,14.08411955833435,459.0829887390137
