key,method,delta_all_ap,delta_all_ap50,delta_small_ap,delta_small_ap50,delta_small_ar,delta_medium_ap,delta_large_ap,latency_multiplier,fps_ratio
sahi640,SAHI-640,-0.0018793880451161704,0.021984261331341792,0.034471968529701136,0.0644500319089295,0.0780334708220577,-0.043737828040710414,-0.1994088920771055,2.181700067428914,0.45835814690076904
sahi960,SAHI-960,0.0025303859664776718,0.026484828493652135,0.03914714990347909,0.07219858373656851,0.07179544272940136,-0.03952977156963189,-0.18275090259665455,1.2515323579859505,0.7990204916549395
